Country,Albania,Algeria,American Samoa,Andorra,Argentina,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bermuda,Bolivia,Bosnia,Brazil,British Virgin Islands,Bulgaria,Cameroon,Canada,Cayman Islands,Chile,China,Chinese Taipei,Colombia,Costa Rica,Croatia,Cyprus,Czech Republic,Czechoslovakia,Denmark ,Dominica,East Germany,Egypt,Estonia,Ethiopia,Fiji,Finland,France,Georgia,Germany,Ghana,Great Britain,Greece,Guam,Guatemala,Honduras,Hong Kong,Hungary,Iceland,India,Individual Olympic Athletes,Iran,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kenya,Kyrgyzstan,Latvia,Lebanon,Liechtenstein,Lithuania,Luxemburg,"Macedonia, the former Yugoslav Republic of",Madagascar,Malta,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Nepal,Netherlands,Netherlands Antilles,New Zealand,North Korea,Norway,Pakistan,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Romania,Russia,San Marino,Senegal,Serbia,Serbia and Montenegro,Slovakia,Slovenia,South Africa,South Korea,Soviet Union,Spain,Swaziland,Sweden,Switzerland,Tajikistan,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago ,Turkey,Ukraine,Unified Team,United States,Uruguay,Uzbekistan,Venezuela,West Germany,Virgin Islands,Yugoslavia,Zimbabwe,
Men,,,,2,13,,8,58,,,2,,3,,,1,15,,47,,4,21,10,,3,,4,,38,,,40,1,,,,40,22,,,,37,6,,,,,7,4,,,,,,59,,32,,,,,4,7,,,,,,1,,1,4,,4,,9,,4,0,50,,,,,24,,1,16,,3,1,,,,,,11,74,10,,51,29,,,,,,,7,,,77,,,,69,,59,,
Women,,,,0,5,,2,7,,,2,,0,,,0,1,,20,,0,16,2,,0,,1,,12,,,16,0,,,,5,10,,,,13,0,,,,,2,1,,,,,,15,,7,,,,,0,3,,,,,,0,,0,0,,0,,4,,2,6,8,,,,,6,,0,3,,0,0,,,,,,4,25,2,,9,13,,,,,,,0,,,30,,,,15,,13,,
Sports,,,,1,3,,5,9,,,2,,1,,,1,5,,8,,1,5,5,,3,,1,,8,,,8,1,,,,6,7,,,,7,2,,,,,4,2,,,,,,9,,9,,,,,1,0,,,,,,1,,1,1,,1,,2,,1,1,8,,,,,6,,1,6,,2,1,,,,,,5,10,4,,8,8,,,,,,,2,,,10,,,,10,,10,,
Gold,,,,0,0,,0,0,,,0,,0,,,0,0,,2,,0,0,0,,0,,0,,0,,,9,0,,,,4,0,,,,1,0,,,,,0,0,,,,,,2,,0,,,,,0,0,,,,,,0,,0,0,,0,,0,,0,0,3,,,,,0,,0,0,,0,0,,,,,,0,6,0,,4,2,,,,,,,0,,,4,,,,2,,0,,
Silver,,,,0,0,,0,0,,,0,,0,,,0,0,,1,,0,0,0,,0,,0,,2,,,9,0,,,,3,1,,,,0,0,,,,,0,0,,,,,,0,,1,,,,,0,0,,,,,,0,,0,0,,0,,0,,0,0,2,,,,,0,,0,0,,0,0,,,,,,0,10,0,,2,2,,,,,,,0,,,4,,,,1,,1,,
Bronze,,,,0,0,,0,1,,,0,,0,,,0,0,,1,,0,0,0,,0,,0,,4,,,6,0,,,,6,2,,,,0,0,,,,,0,0,,,,,,0,,0,,,,,0,2,,,,,,0,,0,0,,0,,0,,0,0,4,,,,,0,,0,0,,0,0,,,,,,0,9,0,,2,1,,,,,,,0,,,0,,,,1,,0,,
Total M,,,,0,0,,0,1,,,0,,0,,,0,0,,4,,0,0,0,,0,,0,,6,,,24,0,,,,13,3,,,,1,0,,,,,0,0,,,,,,2,,1,,,,,0,2,,,,,,0,,0,0,,0,,0,,0,0,9,,,,,0,,0,0,,0,0,,,,,,0,25,0,,8,5,,,,,,,0,,,8,,,,4,,1,,25
Distance,,,,848.4524660404,7461.4541804516,,8684.5708713187,342.0913233529,,,825.6732920411,,6709.3583908791,,,4994.8404825432,338.5858018868,,4342.0635462565,,7593.3488049491,4452.8258099674,5699.6758195622,,6347.4684934644,,990.2675426636,,429.7713922002,,,659.277422587,1333.5972793908,,,,1425.1315909527,812.8178365804,,,,1153.8792891403,384.588313289,,,,,232.051894811,2015.6320143971,,,,,,286.3516485559,,5751.0130835518,,,,,1164.2848442694,484.7590207149,,,,,,6478.8594877701,,546.4369337714,4020.2847321572,,1506.0771498197,,831.7275231819,,11190.0904436376,5144.4610230759,1299.8462461189,,,,,568.6755033868,,5104.6406687767,357.4724783942,,296.3273071309,2810.2308421838,,,,,,5310.7089645441,1182.3035342571,1176.3886800808,,1262.2836956332,547.170713988,,,,,,,923.5280268055,,,5492.4651051188,,,,659.277422587,,123.9598390276,,
1988,,,,4,15,,19,81,,,1,,6,,,,26,,113,,5,13,13,,2,,3,,59,1,,53,,,,1,53,68,,,,48,6,,,,,5,3,3,,,,,58,4,48,,,,,4,13,,1,,,,11,,3,3,,3,,11,2,9,6,64,,,,1,32,5,9,11,,5,,,,,,,22,101,12,,67,70,,,,,,,8,,,118,,,,90,,22,,
Men,,,,2,10,,17,66,,,0,,6,,,,24,,83,,5,6,11,,2,,2,,49,1,,36,,,,1,46,53,,,,34,5,,,,,3,2,2,,,,,42,4,37,,,,,4,11,,1,,,,10,,3,2,,3,,6,2,7,3,54,,,,1,28,5,8,5,,5,,,,,,,18,78,7,,54,56,,,,,,,8,,,86,,,,71,,16,,
Women,,,,2,5,,2,15,,,1,,0,,,,2,,30,,0,7,2,,0,,1,,10,0,,17,,,,0,7,15,,,,14,1,,,,,2,1,1,,,,,16,0,11,,,,,0,2,,0,,,,1,,0,1,,0,,5,0,2,3,10,,,,0,4,0,1,6,,0,,,,,,,4,23,5,,13,14,,,,,,,0,,,31,,,,19,,6,,
Sports,,,,1,4,,6,10,,,1,,1,,,,7,,11,,1,3,4,,2,,1,,9,1,,8,,,,1,7,9,,,,8,2,,,,,3,2,1,,,,,8,1,9,,,,,1,3,,1,,,,4,,2,1,,1,,1,2,3,2,8,,,,1,6,1,3,4,,2,,,,,,,5,10,4,,9,7,,,,,,,2,,,11,,,,10,,7,,
Gold,,,,0,0,,0,3,,,0,,0,,,,0,,0,,0,0,0,,0,,0,,0,0,,9,,,,0,4,1,,,,0,0,,,,,0,0,0,,,,,2,0,0,,,,,0,0,,0,,,,0,,0,0,,0,,3,0,0,0,0,,,,0,0,0,0,0,,0,,,,,,,0,11,0,,4,5,,,,,,,0,,,2,,,,2,,0,,
Silver,,,,0,0,,0,5,,,0,,0,,,,0,,2,,0,0,0,,0,,0,,1,0,,10,,,,0,1,0,,,,0,0,,,,,0,0,0,,,,,1,0,0,,,,,0,0,,0,,,,0,,0,0,,0,,2,0,0,0,3,,,,0,0,0,0,0,,0,,,,,,,0,9,0,,0,5,,,,,,,0,,,1,,,,4,,2,,
Bronze,,,,0,0,,0,2,,,0,,0,,,,0,,3,,0,0,0,,0,,0,,2,0,,6,,,,0,2,1,,,,0,0,,,,,0,0,0,,,,,2,0,1,,,,,0,1,,0,,,,0,,0,0,,0,,2,0,0,0,2,,,,0,0,0,0,0,,0,,,,,,,0,9,0,,2,5,,,,,,,0,,,3,,,,2,,1,,
Total M,,,,0,0,,0,10,,,0,,0,,,,0,,5,,0,0,0,,0,,0,,3,0,,25,,,,0,7,2,,,,0,0,,,,,0,0,0,,,,,5,0,1,,,,,0,1,,0,,,,0,,0,0,,0,,7,0,0,0,5,,,,0,0,0,0,0,,0,,,,,,,0,29,0,,6,15,,,,,,,0,,,6,,,,8,,3,,29
Distance,,,,4912.2443894755,6620.0657391716,,8630.6784465436,4960.63662298,,,4521.833059656,,5559.3289022823,,,,5492.7488762218,,963.1813088714,,6186.7359038484,6038.6584302966,6301.2015993829,,3309.2735586436,,6167.0031534765,,4869.5211887893,4382.7086585026,,4641.35350663,,,,6400.2858634289,4204.0885744184,4731.1645054988,,,,4191.9459755372,5675.1822884256,,,,,5136.5938364401,3277.5435343121,7486.0704125345,,,,,5213.1488526434,3020.6070916693,5012.8762085191,,,,,6296.2696507103,4873.8909706408,,4639.1494967278,,,,2044.2606097355,,5012.9172152387,5341.7982219952,,5270.2251096813,,4475.7470683736,3687.8612121518,7693.7093253749,5151.7020762011,4049.6087189761,,,,6886.4758233746,4832.3855565779,4761.4017457667,3438.0409070292,5304.624690452,,5147.1696612084,,,,,,,5306.8077419679,4884.0847404317,4870.254846083,,4144.9031963321,4842.9284233017,,,,,,,5942.9960288452,,,1227.5816201141,,,,4641.35350663,,5280.3115742874,,
1992,,4,,5,20,,22,58,,,5,1,5,,7,,30,,108,,5,32,8,,4,4,4,,74,6,,,,19,,,62,109,,111,,49,8,,,1,,24,5,2,,,4,,107,5,60,,,,23,4,7,6,1,,,,20,,5,4,,12,,19,2,6,20,80,,,,1,53,,6,23,,3,2,,,,27,,23,,17,1,73,74,,,,,,,8,,129,147,,,,,,25,,
Men,,3,,4,15,,15,45,,,4,1,5,,6,,22,,79,,5,12,8,,4,3,3,,55,4,,,,14,,,49,79,,75,,39,7,,,1,,13,4,2,,,4,,79,5,40,,,,19,4,6,3,1,,,,16,,5,4,,10,,9,2,5,9,61,,,,1,41,,6,14,,3,2,,,,20,,19,,13,1,56,57,,,,,,,8,,86,97,,,,,,22,,
Women,,1,,1,5,,7,13,,,1,0,0,,1,,8,,29,,0,20,0,,0,1,1,,19,2,,,,5,,,13,30,,36,,10,1,,,0,,11,1,0,,,0,,28,0,20,,,,4,0,1,3,0,,,,4,,0,0,,2,,10,0,1,11,19,,,,0,12,,0,9,,0,0,,,,7,,4,,4,0,17,17,,,,,,,0,,43,50,,,,,,3,,
Sports,,1,,1,5,,9,9,,,1,1,1,,1,,7,,11,,1,6,3,,1,3,1,,10,3,,,,4,,,8,12,,11,,9,3,,,1,,6,2,1,,,1,,11,1,11,,,,6,1,2,3,1,,,,4,,1,2,,2,,2,1,2,5,11,,,,1,9,,2,8,,2,1,,,,6,,6,,4,1,9,8,,,,,,,2,,12,12,,,,,,6,,
Gold,,0,,0,0,,0,6,,,0,0,0,,0,,0,,2,,0,0,0,,0,0,0,,0,0,,,,0,,,3,3,,10,,0,0,,,0,,0,0,0,,,0,,4,0,1,,,,0,0,0,0,0,,,,0,,0,0,,0,,1,0,0,0,9,,,,0,0,,0,0,,0,0,,,,0,,2,,0,0,1,1,,,,,,,0,,9,5,,,,,,0,,
Silver,,0,,0,0,,0,7,,,0,0,0,,0,,0,,3,,0,3,0,,0,0,0,,0,0,,,,0,,,1,5,,10,,0,0,,,0,,0,0,0,,,0,,6,0,2,,,,0,0,0,0,2,,,,0,,0,0,,0,,1,0,1,0,6,,,,0,0,,0,0,,0,0,,,,0,,1,,0,0,0,0,,,,,,,0,,6,4,,,,,,0,,
Bronze,,0,,0,0,,0,8,,,0,0,0,,0,,0,,2,,0,0,0,,0,0,0,,3,0,,,,0,,,3,1,,6,,0,0,,,0,,0,0,0,,,0,,4,0,4,,,,0,0,0,0,0,,,,0,,0,0,,0,,2,0,0,1,5,,,,0,0,,0,0,,0,0,,,,0,,1,,1,0,3,2,,,,,,,0,,8,2,,,,,,0,,
Total M,,0,,0,0,,0,21,,,0,0,0,,0,,0,,7,,0,3,0,,0,0,0,,3,0,,,,0,,,7,9,,26,,0,0,,,0,,0,0,0,,,0,,14,0,7,,,,0,0,0,0,2,,,,0,,0,0,,0,,4,0,1,1,20,,,,0,0,,0,0,,0,0,,,,0,,4,,1,0,4,3,,,,,,,0,,23,11,,,,,,0,,26
Distance,,1236.065799151,,323.742843576,7042.4631447065,,9271.3030151289,349.3757302083,,,373.0681671024,3802.9394444224,6205.9621650426,,5403.2110715938,,936.1763913187,,3912.5708611121,,7123.4368746365,4912.0879823952,6148.7756719726,,5747.4264410354,443.0468022732,1574.0255619322,,508.1110538936,730.5822510604,,,,1229.3851146621,,,1474.1885659241,212.7464826247,,386.9525118775,,685.3567010174,919.1271142867,,,5621.135587192,,654.9912638269,1622.1603323784,4316.537786056,,,820.0716433542,,374.4225886217,5037.3150176909,6042.973473713,,,,1114.9570057492,1751.9725101412,181.64351885,1043.3402041191,281.7941895993,,,,5918.2532048574,,143.1650948165,4408.528617678,,1124.5469982494,,472.6047071806,4902.9742412316,11742.8938781028,5475.4494868094,1137.590766002,,,,6751.5145680569,755.9646195522,,4508.4167050703,894.4039446419,,323.8911132331,2492.0322805407,,,,414.9287963621,,5656.5294458032,,656.0776151345,5233.3093283346,1179.4122588528,119.3674178673,,,,,,,1523.5675717052,,1343.3361872322,4961.295817772,,,,,,686.4143129798,,
1994,,,2,6,10,2,25,80,,33,5,1,,10,1,,17,,95,,3,24,2,,,3,1,63,,4,,,,26,,1,61,98,5,112,,32,9,,,,,16,5,,,,,1,104,4,59,24,,1,27,,10,6,1,,,,1,2,5,1,,,,21,,7,,88,,,,,28,1,5,23,113,3,1,,,42,22,2,21,,13,,84,59,,,,,,2,1,37,,147,,7,,,,,,
Men,,,2,4,4,2,18,65,,21,2,1,,8,1,,10,,66,,3,7,2,,,3,0,47,,4,,,,17,,1,47,68,5,79,,25,7,,,,,5,4,,,,,1,78,4,43,19,,0,20,,9,3,1,,,,1,1,5,1,,,,13,,5,,67,,,,,15,1,5,13,75,3,1,,,34,17,1,11,,8,,64,41,,,,,,2,1,20,,95,,3,,,,,,
Women,,,0,2,6,0,7,15,,12,3,0,,2,0,,7,,29,,0,17,0,,,0,1,16,,0,,,,9,,0,14,30,0,33,,7,2,,,,,11,1,,,,,0,26,0,16,10,,1,7,,1,3,0,,,,0,1,0,0,,,,8,,2,,21,,,,,13,0,0,10,38,0,0,,,8,5,1,10,,5,,20,18,,,,,,0,0,17,,52,,4,,,,,,
Sports,,,1,1,2,1,9,10,,7,2,1,,4,1,,7,,10,,1,5,1,,,2,1,7,,3,,,,6,,1,8,10,3,11,,8,5,,,,,5,2,,,,,1,11,1,11,8,,1,6,,3,3,1,,,,1,1,2,1,,,,4,,2,,10,,,,,8,1,1,7,12,2,1,,,7,3,2,5,,4,,10,10,,,,,,1,1,10,,12,,2,,,,,,
Gold,,,0,0,0,0,0,2,,0,0,0,,0,0,,0,,3,,0,0,0,,,0,0,0,,0,,,,0,,0,0,0,0,9,,0,0,,,,,0,0,,,,,0,7,0,1,1,,0,0,,0,0,0,,,,0,0,0,0,,,,0,,0,,10,,,,,0,0,0,0,11,0,0,,,0,0,0,4,,0,,2,3,,,,,,0,0,1,,6,,1,,,,,,
Silver,,,0,0,0,0,0,3,,2,0,0,,0,0,,0,,6,,0,1,0,,,0,0,0,,0,,,,0,,0,1,1,0,7,,0,0,,,,,0,0,,,,,0,5,0,2,2,,0,0,,0,0,0,,,,0,0,0,0,,,,1,,0,,11,,,,,0,0,0,0,8,0,0,,,0,0,0,1,,0,,1,4,,,,,,0,0,0,,5,,0,,,,,,
Bronze,,,0,0,0,0,0,4,,0,0,0,,0,0,,0,,4,,0,2,0,,,0,0,0,,0,,,,0,,0,5,4,0,8,,2,0,,,,,0,0,,,,,0,8,0,2,0,,0,0,,0,0,0,,,,0,0,0,0,,,,3,,0,,5,,,,,0,0,0,0,4,0,0,,,0,3,0,1,,0,,0,2,,,,,,0,0,1,,2,,0,,,,,,
Total M,,,0,0,0,0,0,9,,2,0,0,,0,0,,0,,13,,0,3,0,,,0,0,0,,0,,,,0,,0,6,5,0,24,,2,0,,,,,0,0,,,,,0,20,0,5,3,,0,0,,0,0,0,,,,0,0,0,0,,,,4,,0,,26,,,,,0,0,0,0,23,0,0,,,0,3,0,6,,0,,3,9,,,,,,0,0,2,,13,,1,,,,,,26
Distance,,,9208.6036066417,1339.2937088185,7775.6358855533,2062.5145750789,8917.1750718486,960.7397088293,,862.2854397201,753.1906395023,3806.5012628,,1224.2641338949,6041.1415521459,,1390.6376491208,,3182.8757616373,,7746.9423171641,4280.273457465,5450.0453391855,,,1122.586855831,2062.1640843791,810.8413576677,,354.9902691673,,,,555.3766368523,,9367.4390159707,532.3823364484,1099.6560516781,1904.1447769425,702.4475455997,,672.7288329665,1608.1413025839,,,,,1048.5812247867,920.6998326283,,,,,2324.3535527881,1268.8118675492,5053.2398565284,5111.924079562,2385.6011162047,,2974.6957321312,589.4041044772,,965.9810702254,602.3379493063,803.8920270538,,,,5534.9216854827,1224.3837898707,1209.1325318923,3657.0018519374,,,,621.9747317631,,10889.9267776237,4602.8003071464,61.8069957831,,,,,727.1667722795,1688.8788103918,4686.8535396129,1198.7471337477,2801.0252119497,1203.1399377501,3479.3384673615,,,931.9361533487,1062.0188653952,6277.5907339107,4799.0019351286,,1584.0774233533,,161.8939374451,981.6448495938,,,,,,4940.0196006524,1854.7054665501,1186.1685540347,,4482.481198509,,2608.2236200243,,,,,,
1998,,,,3,2,7,23,96,4,59,1,1,,8,1,,19,,144,,3,57,7,,,6,1,61,,12,,,,20,,,85,106,4,125,,34,13,1,6,,,17,7,1,,1,6,3,113,6,156,60,1,1,29,,8,7,1,3,,,,2,4,3,,,,22,,8,8,76,,,,,39,2,6,16,122,,,,2,37,34,2,37,,12,,99,69,,,,,,2,1,56,,186,1,4,,,1,,,
Men,,,,2,1,4,15,73,2,44,1,1,,7,1,,8,,81,,3,15,6,,,4,1,48,,5,,,,15,,,51,75,3,78,,27,10,1,5,,,8,4,1,,1,6,2,79,6,92,45,1,1,21,,5,5,1,2,,,,1,4,3,,,,10,,4,2,49,,,,,24,1,6,12,79,,,,1,29,21,1,26,,7,,53,50,,,,,,2,1,30,,105,1,2,,,0,,,
Women,,,,1,1,3,8,23,2,15,0,0,,1,0,,11,,63,,0,42,1,,,2,0,13,,7,,,,5,,,34,31,1,47,,7,3,0,1,,,9,3,0,,0,0,1,34,0,64,15,0,0,8,,3,2,0,1,,,,1,0,0,,,,12,,4,6,27,,,,,15,1,0,4,43,,,,1,8,13,1,11,,5,,46,19,,,,,,0,0,26,,81,0,2,,,1,,,
Sports,,,,1,2,4,8,12,1,9,1,1,,3,1,,6,,12,,1,7,3,,,3,1,9,,6,,,,5,,,10,12,2,14,,7,6,1,2,,,6,1,1,,1,2,1,13,1,14,8,1,1,6,,2,4,1,2,,,,1,1,2,,,,3,,6,2,10,,,,,10,2,2,6,12,,,,1,7,8,2,8,,4,,10,12,,,,,,1,1,10,,14,1,3,,,1,,,
Gold,,,,0,0,0,0,3,0,0,0,0,,0,0,,1,,6,,0,0,0,,,0,0,1,,0,,,,0,,,2,2,0,12,,0,0,0,0,,,0,0,0,,0,0,0,2,0,5,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,5,,0,0,10,,,,,0,0,0,0,9,,,,0,0,0,0,3,,0,,0,2,,,,,,0,0,0,,6,0,0,,,0,,,
Silver,,,,0,0,0,0,5,0,0,0,0,,0,0,,0,,5,,0,6,0,,,0,0,1,,1,,,,0,,,4,1,0,9,,0,0,0,0,,,0,0,0,,0,0,0,6,0,1,0,0,0,0,,0,0,0,0,,,,0,0,0,,,,4,,0,0,10,,,,,0,0,0,0,6,,,,0,0,0,0,1,,0,,2,2,,,,,,0,0,1,,3,0,0,,,0,,,
Bronze,,,,0,0,0,0,9,0,2,0,0,,0,0,,0,,4,,0,2,0,,,0,0,1,,0,,,,0,,,6,5,0,8,,1,0,0,0,,,0,0,0,,0,0,0,2,0,4,2,0,0,0,,0,0,0,0,,,,0,0,0,,,,2,,0,0,5,,,,,0,0,0,0,3,,,,0,0,0,0,2,,0,,1,3,,,,,,0,0,0,,4,0,0,,,0,,,
Total M,,,,0,0,0,0,17,0,2,0,0,,0,0,,1,,15,,0,8,0,,,0,0,3,,1,,,,0,,,12,8,0,29,,1,0,0,0,,,0,0,0,,0,0,0,10,0,10,2,0,0,0,,0,0,0,0,,,,0,0,0,,,,11,,0,0,25,,,,,0,0,0,0,18,,,,0,0,0,0,6,,0,,3,7,,,,,,0,0,1,,13,0,0,,,0,,,29
Distance,,,,6327.4413970923,11182.1988371929,4808.0810587148,4412.0441249566,5713.6247787674,4676.9003579425,4973.806850779,5787.7695405858,7450.9152704329,,5728.3981191562,10426.3515542502,,5521.5436380527,,5113.0457007274,,10704.1622032553,1854.4146336868,1367.4729628746,,,5754.9012791708,5544.9298732526,5523.4348794758,,5354.3571409485,,,,4782.6710605665,,,4576.8504400631,6114.9797578163,4803.1598298596,5646.9546473927,,5743.7119873884,5823.8322822245,1652.8635136793,7653.5365626489,,,5513.4364880713,5300.5170486819,3831.3442817213,,4706.4124693806,5923.3686968662,5614.2338880625,5963.5051526258,7992.0467775921,44.9564371785,3545.3767790188,6744.0682750953,3341.9737448925,4896.6652314758,,5837.7780192561,4969.8959370125,5791.8606605309,5688.9594175727,,,,5194.1989034014,6088.237845858,1824.6567297767,,,,5650.4637436315,,5826.600187239,649.133541465,5040.107914261,,,,,5274.7108276782,6757.9289527142,8321.6063425584,5384.7954247465,2328.4676477195,,,,5602.2058451816,5449.9215039666,5728.9958131667,8657.1820567779,591.4946720283,,6626.9487566157,,4928.9850027921,5891.7262302238,,,,,,8922.2314566138,5289.3133788699,5000.0958134775,,6196.9118931828,11601.5334440487,3884.0984293525,,,8357.5261730994,,,
2002,,,,3,11,9,25,90,4,64,6,1,,2,10,,23,1,150,,6,66,6,,1,13,1,76,,11,,,,17,,1,98,114,4,157,,49,10,,,,2,25,6,1,,2,6,5,109,2,103,50,1,2,47,2,8,8,,2,,,3,5,5,4,,,1,27,,10,,77,,,,,27,,,21,151,1,,,6,49,40,1,46,,7,,102,110,1,1,,,,3,3,68,,202,,6,,,4,,,
Men,,,,2,8,5,13,71,3,44,6,1,,2,8,,13,1,85,,4,21,6,,1,8,1,57,,5,,,,14,,1,62,87,3,88,,31,6,,,,0,14,4,1,,2,5,2,63,2,59,20,1,2,42,1,7,5,,2,,,3,3,5,3,,,1,14,,7,,50,,,,,22,,,11,85,1,,,5,38,24,1,31,,4,,56,80,1,1,,,,3,2,46,,115,,3,,,3,,,
Women,,,,1,3,4,12,19,1,20,0,0,,0,2,,10,0,65,,2,45,0,,0,5,0,19,,6,,,,3,,0,36,27,1,69,,18,4,,,,2,11,2,0,,0,1,3,46,0,44,30,0,0,5,1,1,3,,0,,,0,2,0,1,,,0,13,,3,,27,,,,,5,,,10,66,0,,,1,11,16,0,15,,3,,46,30,0,0,,,,0,1,22,,87,,3,,,1,,,
Sports,,,,1,5,4,5,12,2,9,3,1,,1,4,,7,1,13,,2,7,2,,1,5,1,13,,2,,,,5,,1,11,15,3,14,,11,5,,,,1,7,1,1,,2,4,2,12,1,14,7,1,2,8,1,2,3,,2,,,2,3,1,2,,,1,4,,5,,11,,,,,9,,,8,15,1,,,2,10,8,1,9,,3,,11,13,1,1,,,,1,2,11,,15,,2,,,1,,,
Gold,,,,0,0,0,2,3,0,0,0,0,,0,0,,0,0,7,,0,2,0,,0,3,0,1,,0,,,,1,,0,4,4,0,12,,1,0,,,,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,0,3,,0,,13,,,,,,,,0,5,0,,,0,0,0,0,2,,0,,0,3,0,0,,,,0,0,0,,10,,0,,,0,,,
Silver,,,,0,0,0,0,4,0,0,0,0,,0,0,,1,0,3,,0,2,0,,0,1,0,2,,0,,,,1,,0,2,5,0,16,,0,0,,,,0,0,0,0,,0,0,0,4,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,0,5,,0,,5,,,,,1,,,0,4,0,,,0,0,0,0,2,,0,,2,2,0,0,,,,0,0,0,,13,,0,,,0,,,
Bronze,,,,0,0,0,0,10,0,1,0,0,,0,0,,2,0,7,,0,4,0,,0,0,0,0,,0,,,,1,,0,1,2,0,8,,1,0,,,,0,0,0,0,,0,0,0,5,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,0,0,,0,,7,,,,,1,,,0,4,0,,,0,0,1,0,0,,0,,5,6,0,0,,,,0,0,0,,11,,0,,,0,,,
Total M,,,,0,0,0,0,17,0,1,0,0,,0,0,,3,0,17,,0,8,0,,0,4,0,3,,0,,,,3,,0,7,11,0,36,,2,0,,,,0,0,0,0,,0,0,0,13,0,2,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,0,8,,0,,25,,,,,2,,,0,13,0,,,0,0,1,0,4,,0,,7,11,0,0,,,,0,0,0,,34,,0,,,0,,,36
Distance,,,,5349.6832569879,5999.2839453049,6675.0454380997,8686.6204124446,5489.315542952,6679.3701799054,5534.5560024349,5026.5552594048,2648.9983781125,,5809.1899294743,5038.8723580194,,6060.4825825176,7645.8741716522,1514.7809925492,,5546.7209969282,6706.1895494385,6854.1764621024,,2723.4630196774,5671.0573513152,6751.1025548666,5420.2138124085,,4942.5434766439,,,,5138.6018858633,,6192.0881797806,4846.2898589755,5194.4804228272,6519.406920496,5169.5163947047,,4692.2772733743,6211.2838556895,,,,7179.7229140229,5695.6665794954,3819.9473488074,8205.388735962,,7322.578157852,4540.2294558078,7013.0118791268,5715.9362615997,2560.9359072768,5533.6419957584,6308.335699158,8992.4907209237,6775.7785350048,5236.3174044109,6892.7969190427,5382.9793214142,5274.0184513498,,6047.2105909316,,,1355.1223842817,5918.4421496332,5490.896811292,6029.2214309061,,,7583.0152226241,4998.5394156411,,7312.139296029,,4641.4778159023,,,,,5412.1998870598,,,5883.1873505356,5246.9209696304,5652.6214901615,,,5832.8249010345,5587.9036347924,5610.662449006,9843.5397711973,5885.9874147254,,5256.2852065387,,4750.9251618088,5343.3938700378,6927.5324553691,8081.4447810277,,,,3704.0175397068,6548.3177155071,5860.3673355976,,816.6681678194,,6786.3637745491,,,3176.5785932,,,
2006,1,2,,3,9,5,40,73,2,28,4,1,,6,9,,21,,191,,9,73,1,,1,23,1,83,,4,,,,26,1,,90,82,3,155,,39,5,,,,1,19,5,4,,2,4,5,179,,110,55,1,1,57,3,5,7,1,3,1,,,6,4,2,,,1,33,,15,6,67,,,,,45,1,,25,174,1,1,,6,58,36,3,40,,16,,106,125,1,1,,,,,6,52,,204,,4,,,1,,,
Men,1,1,,3,5,4,23,55,1,14,4,1,,3,6,,11,,108,,5,35,1,,1,16,1,63,,0,,,,17,1,,59,50,2,94,,23,3,,,,0,11,4,3,,2,3,3,106,,58,43,1,1,49,2,3,4,0,2,1,,,3,3,1,,,1,16,,10,2,46,,,,,29,1,,16,100,1,1,,3,45,23,3,26,,7,,63,77,1,1,,,,,3,30,,117,,2,,,1,,,
Women,0,1,,0,4,1,17,18,1,14,0,0,,3,3,,10,,83,,4,38,0,,0,7,0,20,,4,,,,9,0,,31,32,1,61,,16,2,,,,1,8,1,1,,0,1,2,73,,52,12,0,0,8,1,2,3,1,1,0,,,3,1,1,,,0,17,,5,4,21,,,,,16,0,,9,74,0,0,,3,13,13,0,14,,9,,43,48,0,0,,,,,3,22,,87,,2,,,0,,,
Sports,1,2,,2,5,3,10,12,1,7,3,1,,3,4,,8,,15,,2,9,1,,1,6,1,13,,1,,,,6,1,,11,10,2,15,,9,3,,,,1,6,1,3,,2,3,2,15,,14,7,1,1,8,2,2,4,1,2,1,,,3,2,1,,,1,4,,5,2,10,,,,,11,1,,8,15,1,1,,4,9,9,3,9,,5,,9,13,1,1,,,,,3,9,,15,,2,,,1,,,
Gold,0,0,,0,0,0,1,9,0,0,0,0,,0,0,,0,,7,,0,2,0,,0,1,0,1,,0,,,,3,0,,0,3,0,11,,0,0,,,,0,0,0,0,,0,0,0,5,,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,3,,0,0,2,,,,,0,0,,0,8,0,0,,0,0,0,0,6,,0,,7,5,0,0,,,,,0,0,,9,,0,,,0,,,
