Country,Australasia,Malaya,Newfoundland,North Yemen,Unified Team,United Arab Republic,Yugoslavia,West Indies Federation,West Germany,Argentina,Antigua and Barbuda,Armenia,Andorra,Bahrain,Angola,Algeria,Bahamas,Austria,Azerbaijan,Macedonia,Malawi,Nicaragua,Madagascar,Marshall Islands,Mauritania,San Marino,Sudan,Swaziland,Sweden,United Arab Emirates,Turkey,Turkmenistan,Tuvalu,Vietnam,Uganda,Ukraine,Zimbabwe,Yemen,Zambia,Uzbekistan,South Vietnam,Uruguay,Soviet Union,South Yemen,Serbia and Montenegro,Saar,Sao Tome and Principe,Romania,Suriname,Australia,American Samoa,Tunisia,Venezuela,Afghanistan,Vanuatu,Aruba,Switzerland,Kuwait,Trinidad and Tobago,Tonga,United States,Timor Leste,Rhodesia,Tanzania,Tajikistan,Solomon Islands,Somalia,South Africa,Syria,Slovakia,Sierra Leone,Singapore,South Korea,Spain,Serbia,Seychelles,North Borneo,Senegal,Thailand,Sri Lanka,Saint Vincent and the Grenadines,Netherlands Antilles,Saint Kitts and Nevis,Saint Lucia,Bulgaria,Gabon,Togo,Saudi Arabia,Samoa,Slovenia,Poland,Portugal,Russia,Nauru,Peru,Philippines,Palestine,Pakistan,North Korea,Rwanda,Papua New Guinea,Panama,Norway,Palau,Paraguay,Qatar,Morocco,Puerto Rico,Mozambique,Niger,Albania,Namibia,Montenegro,Myanmar,New Zealand,Nigeria,Nepal,Oman,Individual Olympic Athletes,Netherlands,Malta,Monaco,Moldova,Mongolia,Mali,Mauritius,Maldives,Malaysia,Mexico,Iraq,Lebanon,Lesotho,Italy,Liechtenstein,Jamaica,Libya,Kenya,Latvia,Liberia,Laos,Kazakhstan,Jordan,Hong Kong,Indonesia,Lithuania,Luxembourg,Honduras,Haiti,Iceland,Guyana,Guatemala,Kyrgyzstan,Iran,Japan,Kiribati,East Germany,Ireland,India,Israel,Hungary,Guam,Guinea,Czechoslovakia,Grenada,Guinea Bissau,Crete,Greece,Germany,Great Britain,Ghana,Georgia,Gambia,France,Ethiopia,Fiji,Ecuador,Finland,Egypt,Equatorial Guinea,Estonia,El Salvador,Cyprus,Denmark,Czech Republic,Djibouti,Eritrea,Cote d'Ivoire,Cuba,Dominica,Croatia,Cook Islands,Costa Rica,Federated States of Micronesia,Bohemia,Chile,Comoros,Congo Kinshasa,China,Chinese Taipei,Congo Brazzaville,Dominican Republic,Chad,Colombia,Cayman Islands,Central African Republic,Canada,Cambodia,Cape Verde,Cameroon,Burkina Faso,Burundi,British Virgin Islands,Brazil,Brunei,Bolivia,Botswana,Bermuda,Bosnia and Herzegovina,Barbados,Belize,Belgium,Benin,Belarus,Bhutan,Bangladesh,
Gold,,,, ,,,3,,11, , ,, , , , , ,1,,, ,,,, , , , , , ,1,,, , ,, ,, ,,, ,55, ,,,,7,1,3, , , , , , , , , , ,36,,, ,, , ,, ,, , ,12,1,,,, , , , , ,,,10, , , , ,,2,1,,, , ,, ,, , , ,2,, , ,1, , , ,,,, ,3, , , ,,2, , ,, , , , , , , , , ,6, , , ,5,, , ,, , , ,, , , , , , ,, ,4,,37, , , ,11, , ,3, ,,, ,,5, ,, ,6,, , ,1, , ,, , ,2,, ,, ,,,, , ,,, ,, ,5, , , , , , , ,3,,, , ,, ,1,, , , ,, , , , ,, , ,
Silver,,,, ,,,4,,14,1, ,, , , , , , ,,, ,,,, , , , ,4, ,1,,, , ,, ,, ,,, ,31, ,,,,11, ,6, , , , , , ,2, , , ,31,,, ,, , ,, ,, , ,10,1,,,,1, , , ,1,,,12, , , , ,,5, ,,,1, ,, ,, , , ,3,, , , , , , ,,,, ,2, , , ,,2, , ,, , , , , , , , , ,4, ,2, ,2,, , ,, , ,1,, , , , , , ,,1,3,,35, , , ,6, , ,3, ,,, ,,10, ,, ,4,, , ,1, , ,, , ,1,, ,, ,,,, ,1,,,1,, ,11, , , , , , , ,2,,, , ,, ,2,, , , ,, , , , ,, , ,
Bronze,,,, ,,,5,,15,1, ,, , , , , , ,,, ,,,, , , , ,7, , ,,, , ,, ,, ,,, ,46, ,,,,6, ,5, , , , , , ,2, , , ,27,,, ,, , ,, ,, , ,11,2,,,, ,1, , , ,,,13, , , , ,,9, ,,, ,1,,1,, , , , ,, , ,2, , , ,,,, ,8, , , ,,5, , ,,1, , , , ,2, , , ,4, , , ,2,, , ,, , , ,, , , , , , ,, ,7,,30, , , ,6, , ,2, ,,,1,,9, ,, ,6,, , ,2, , ,, , ,1,,1,, ,,,, , ,,, ,, ,12, , , , ,1, , ,5,,, , ,, ,3,, , , ,, , ,2, ,, , ,
Total Medals,,,, ,,,12,,40,2, ,, , , , , ,1,,, ,,,, , , , ,11, ,2,,, , ,, ,, ,,, ,132, ,,,,24,1,14, , , , , , ,4, , , ,94,,, ,, , ,, ,, , ,33,4,,,,1,1, , ,1,,,35, , , , ,,16,1,,,1,1,,1,, , , ,5,, , ,3, , , ,,,, ,13, , , ,,9, , ,,1, , , , ,2, , , ,14, ,2, ,9,, , ,, , ,1,, , , , , , ,,1,14,,102, , , ,23, , ,8, ,,,1,,24, ,, ,16,, , ,4, , ,, , ,4,,1,, ,,,, ,1,,,1,, ,28, , , , ,1, , ,10,,, , ,, ,6,, , , ,, , ,2, ,, , ,
y1984
Population,,,,,,,,,,29920907,66863,,42704,407223,,21893857,230016,7561434,,,6892527,3619252,9714342,,1718641,22455,16559205,680253,8336605,1280278,48138191,,,,14163214,,8528328,,6793708,,,2992648,,,,,,22655940,367611,15544000,,7042550,108000,,,,6441865,1657920,1155701,93838,235825000,,,21178079,,262719,6113252,,10313485,,3376371,2732221,40405956,38278575,,66902,,6246140,51105438,15603000,,,,,,808088,3140355,12674089,159281,,,9996232,,,19099575,52873979,,89183159,,5877556,3583707,2170390,4140099,,3567750,341286,22094516,3344190,12968335,6652110,,,,37724581,3227100,81775215,16337117,1430926,,14424211,330593,28514,,,7692537,1012221,,15333369,75721210,15204746,2667229,1438248,56576718,27009,2279900,,18942599,,2163835,,,2551301,5397900,161555584,,365998,4111369,6240330,239511,773302,7913814,,,120018000,,,3532423,764664278,4159000,,,4937230,,98440,,,9895801,,56422072,12311166,,701097,56470769,,700366,8823746,4881803,48061546,295090,,4855280,697717,5111619,,404589,,9769105,,,,,2659772,,,11921407,,29190679,1036825000,,2025320,6351572,4955088,30350082,18543,2558432,25702000,,,10070779,,,,133950551,,6085499,1144716,56423,,255195,160342,9855372,4163968,,456135,90559540,
GDP,,,,,,,,,,79092001998.032,173511108.046794,,330073057.021977,3905585240.11399,,53698280328.201,2041100000,67821568599.1335,,,1208026079.75492,3117599872.08764,2939485471.50097,,726937320.846135, ,10044297796.1918,494483241.372298,107661673734.858,41807954192.4585,59989909457.8379,,,,3615647446.52066,,6352125900,,2719518932.99541,,,4850241442.17643,,,,,, ,864150000,193197790255.389,,8254573072.61563,985400000,,,,106019113631.527,21700083292.0077,7757083025.09455,64248354.5414656,4040693000000,,, ,,252806783.386983, ,,17503082982.2832,,1087471861.98928,19735453641.0384,99983374277.2773,171635463361.623,,151313241.983564,,2705535967.89287,41797647303.3483,6043474842.76729,,,,,,3561451562.23569,718149015.839117,119624858115.778,109200344.91064,,,25220451794.029,,,17132968269.2441,31408478618.4519,,31151825046.6556,,1587413091.46475,2552526263.0759,5106300000,62057955032.7758,,4067222420.23873,6704395630.9563,14171045911.1288,19162600000,3372771556.9797,1461243326.83775,,,, ,21665794825.2618,28500815241.471,2581215829.60192,8821443264.72008,,142075910370.879,1101807300.90927,1037314956.25083,,,1232932104.58323,1044926097.46651,,33943505214.923,175632163244.416,46802508845.2879, ,302989222.531011,436602310006.612,502620920.656533,2373564490.41947,,6191437070.43467,,848478300,,,4967162160.40472,33511383985.6741,87612439197.2643,,4640690519.40799,3319000000, ,2887825523.68452,437631610.754711,9470000100,,,1294608503864.69,,,20129238176.5409,215878233650.679,26042766976.623,,, ,,110099998.055564,,,48020024788.3918,,461487097632.349,4412279865.40315,,177338801.93075,532648802822.187,,1177997413.63384,16912515183.2783,52926394934.7052,30642873038.0563,50320914.4065688,,3661683400,2278248953.14058,58673426983.7591,, ,,6841639250.21886,,,,,4593908761.57636,,,19232737055.2396,,7857729192.85629,258082147252.256,,2193581366.40722,10330399700,919103735.322906,38253120737.9671, ,637820670.609046,353887730677.168,,,7801858400.9944,,,,209023912696.839,,6169481549.37482,1240821849.27576,985699968,,1346890012.85443,210900000,83795759983.2449,1051134009.29975,,169264991.197183,18920840000,
Participants,,,,2,,,139,,390,81,14,,2,10,,33,22,102,,,15,6,5,,2,19,7,8,174,7,46,,,,26,,15,,16,,,18,,,,,,124,5,242,,23,26,,,,129,23,16,7,522,,,18,,3,7,,9,,7,5,175,179,,9,,24,35,4,,8,,,,4,6,37,8,,,38,,,35,19,,31,,3,7,8,103,,14,24,34,51,9,4,,,,1,130,32,10,16,,136,7,8,,,4,4,,21,99,23,22,4,268,7,45,,61,,7,,,13,47,16,,5,10,3,30,10,24,,,226,,,42,48,32,,,1,,6,,,63,,337,21,,10,238,,14,11,86,114,4,,10,10,60,,3,,15,,,,,28,,,52,,8,215,38,9,19,3,39,8,3,408,,,46,,,9,147,,11,7,12,,16,11,63,3,,6,1,
Sports,,,,1,,,16,,25,14,3,,1,4,,4,4,18,,,3,3,2,,1,7,2,4,19,1,10,,,,5,,5,,3,,,5,,,,,,13,3,22,,6,10,,,,18,5,5,1,25,,,2,,2,1,,5,,2,2,19,23,,2,,5,5,3,,3,,,,2,2,5,3,,,11,,,10,6,,5,,1,2,5,17,,4,3,6,13,2,2,,,,1,18,4,3,3,,15,5,5,,,3,1,,5,18,4,9,2,23,3,5,,5,,1,,,3,10,6,,3,3,2,5,3,9,,,22,,,10,7,11,,,1,,2,,,11,,20,2,,1,21,,5,6,15,15,1,,5,4,11,,1,,4,,,,,5,,,8,,2,19,12,2,7,1,8,2,2,23,,,6,,,2,17,,6,2,5,,6,3,14,1,,1,1,
Men,,,,2,,,105,,267,71,10,,2,10,,33,17,71,,,15,5,5,,2,18,7,8,131,7,45,,,,24,,12,,16,,,17,,,,,,71,5,169,,22,25,,,,102,23,11,7,338,,,16,,3,7,,9,,6,5,116,163,,8,,23,25,4,,3,,,,2,6,37,8,,,29,,,19,15,,31,,2,4,7,84,,14,24,33,43,8,4,,,,1,98,30,10,16,,82,5,8,,,4,3,,20,77,23,21,4,222,5,31,,56,,6,,,12,36,13,,4,7,1,27,8,20,,,174,,,28,42,24,,,1,,5,,,59,,228,14,,6,189,,11,10,73,108,4,,9,10,49,,3,,14,,,,,27,,,50,,7,132,31,8,14,3,36,7,3,255,,,42,,,9,126,,10,7,11,,13,11,47,3,,3,1,
Women,,,,0,,,34,,123,10,4,,0,0,,0,5,31,,,0,0,0,,0,1,0,0,43,0,1,,,,2,,3,,0,,,1,,,,,,53,0,73,,1,1,,,,27,0,5,0,183,,,2,,0,0,,0,,1,0,59,16,,1,,1,10,0,,5,,,,2,0,0,0,,,9,,,16,4,,0,,1,3,1,19,,0,0,1,8,1,0,,,,0,32,2,0,0,,54,2,0,,,0,1,,1,22,0,1,0,46,2,13,,5,,1,,,1,11,3,,1,3,2,3,2,4,,,52,,,13,6,8,,,0,,1,,,4,,108,7,,4,49,,3,1,13,6,0,,1,0,11,,0,,1,,,,,1,,,2,,1,83,7,1,4,0,3,1,0,151,,,4,,,0,21,,1,0,1,,3,0,16,0,,3,0,
Gold,,,, ,,,7,,17, , ,, , ,, , ,1,,, , , ,, , , , ,2, , ,,,, ,, ,, ,,, ,,,,,,20, ,4,, , ,,,, , , , ,83,,, ,, , ,, ,, , ,6,1,, ,, , , ,, ,,,, , , , ,,,1,,, , ,,1,, , , , ,, , ,2, , , ,,,, ,8, , , ,,5, , ,,, , ,, ,2, , , ,14, , ,,1,, ,,, , , ,, , , , , , ,,,10,,, , , ,,, ,, ,,, ,,5, ,, ,5,, , ,4, , ,, , , ,, ,, ,,,,, ,,, ,, ,15, , , , , , , ,10,,, ,,, ,1,, , , ,, , ,1, ,, , ,
Silver,,,, ,,,4,,19, , ,, , ,, , ,1,,, , , ,, , , , ,11, , ,,,, ,, ,, ,,, ,,,,,,16, ,8,, , ,,,,4, , , ,61,,, ,, , ,,1,, , ,6,2,, ,, ,1, ,, ,,,, , , , ,,, ,,,1, ,, ,, , , ,1,, , , ,1, , ,,,, ,1,1, , ,,2, , ,,, , ,, ,3, , , ,6, ,1,, ,, ,,, , , ,, , , , , , ,,,8,,,1, , ,,, ,, ,,,1,,11, ,, ,7,, , ,2,1, ,, , ,3,, ,,1,,,,, ,,, ,, ,8, , , , ,1, , ,18,,, ,,, ,5,, , , ,, , ,1, ,, , ,
Bronze,,,, ,,,7,,23, , ,, , ,,2, ,1,,, , , ,, , , , ,6, ,3,,,, ,, ,,1,,, ,,,,,,17, ,12,, ,3,,,,4, , , ,30,,, ,, , ,, ,, , ,7,2,, ,, , , ,, ,,,, , , , ,,,2,,, , ,, ,, , , ,2,, , , ,1, , ,,,, ,2,1, , ,,6, , ,,, , ,, ,1, , , ,12, ,2,,2,, ,,, , , ,, , , ,1, , ,,,14,,, , , ,,, ,, ,,,1,,21, ,, ,16,, , ,6, , ,, , ,3,, ,, ,,,,, ,,, ,, ,9,1, ,1, , , , ,16,,,1,,, ,2,, , , ,, , ,2, ,, , ,
Total Medals,,,, ,,,18,,59, , ,, , ,,2, ,3,,, , , ,, , , , ,19, ,3,,,, ,, ,,1,,, ,,,,,,53, ,24,, ,3,,,,8, , , ,174,,, ,, , ,,1,, , ,19,5,, ,, ,1, ,, ,,,, , , , ,,,3,,,1, ,,1,, , , ,3,, , ,2,2, , ,,,, ,11,2, , ,,13, , ,,, , ,, ,6, , , ,32, ,3,,3,, ,,, , , ,, , , ,1, , ,,,32,,,1, , ,,, ,, ,,,2,,37, ,, ,28,, , ,12,1, ,, , ,6,, ,,1,,,,, ,,, ,, ,32,1, ,1, ,1, , ,44,,,1,,, ,8,, , , ,, , ,4, ,, , ,
y1980
Population,,,,,,,,,,,,,36063,,8211950,19337723,,7549433,,,,3249910,8746516,,,21363,,,8310531,,,,,53700000,12547754,,7289083,,5929497,,,,,,,,,22242653,,14692000,,,97000,13211412,,,6319408,1384342,1085308,,,,,18684893,,,,,8956156,,3086406,,,37439035,,64400,,5568651,,14747000,,,,,8861535,,,,,,35574150,9766312,,,17359118,,,,17372167,,,,,,,,,3206000,11936379,,,,,34470694,3112900,73698096,14890080,,,14149800,316645,,,1689622,7090125,,,,69330974,13653358,2605294,1307403,56433883,,2133000,3191304,,,,3252701,,2181000,,,,364150,,,228138,786614,7118628,,,,,,3412800,697229745,,10711122,,4506559,,,,,9642505,,56314216,,,,55340782,35239974,,7976449,4779535,,,,,685406,5123027,,,,,9835177,,,,2389309,,,,,,,,1801688,5809271,,27737905,,,,,,8932121,,,,122199721,,,996331,,,,,9859242,3718024,,,,
GDP,,,,,,,,,,,,,446377571.45778,, ,42345276289.6781,,81861232822.8037,,,,2144300006.18028,4042139901.36379,,, ,,,140088635568.375,,,,, ,1244610000,,6678868200,,3884530853.76162,,,,,,,,, ,,149654596100.279,,,727800000,3641723447.18433,,,118710309542.281,28638869323.1222,6235833085.54359,,,,, ,,,,,13062421024.9337,,1100685844.92284,,,232134606637.271,,147357222.779802,,3503282842.23796,,4024621899.57653,,,,,20039627960.2947,,,,,, ,32899759311.1734,,,17655611231.3512,,,, ,,,,,,,,,14436100000,3526259828.24207,,,,, ,23244761725.5356,64201788122.6054,1945916583.33333,,,192661371425.405,1250199056.41834,,, ,1759691182.75021,,,,194356825709.199,53405689129.6986, ,431561376.476631,475855833371.015,,2679379382.873, ,,,, ,,3909708819.33373,,,,6294122223.755,,,3409023699.34967,603200000,7878700000,,,,,,21772289367.2115,189594121351.874,, ,, ,,,,,56829663469.2246,,564947710899.373,,,,703525302701.025, ,,17881514682.8784,53685049410.2646,,,,,2154311276.94859,70867465285.0476,,,,,19912889808.3333,,,,4831447173.21361,,,,,,,,1705796849.54655,6631000100,,33400712095.04,,,,,,6740757493.21907,,,,235024598983.261,,,1060889705.11871,,,,,127508322941.095,1405251843.78221,,,,
Participants,,,,,,,164,,,,,,2,,11,54,,83,,,,5,11,,,16,,,145,,,,,30,13,,42,,37,,,,489,,,,,228,,120,,,37,11,,,73,56,9,,,,,41,,,,,67,,14,,,155,,11,,32,,4,,,,,271,,,,,,306,11,,,28,,,,47,,,,,,,,,3,14,,,,,2,4,44,10,,,75,8,,,43,7,,,,45,43,15,5,159,,18,29,,,,19,,4,,,,3,,,9,8,10,,,,,346,47,72,,263,,9,209,,,,41,,219,,,,121,41,,12,105,,,,,14,58,,,,,208,,,,29,,,,,,,,23,6,,23,,,,,,25,,,,106,,,7,,,,,59,16,,,,
Sports,,,,,,,17,,,,,,1,,3,9,,16,,,,3,4,,,5,,,18,,,,,4,2,,10,,4,,,,23,,,,,20,,17,,,7,2,,,10,7,1,,,,,3,,,,,7,,2,,,18,,2,,4,,1,,,,,20,,,,,,21,6,,,5,,,,8,,,,,,,,,1,2,,,,,2,2,5,3,,,10,3,,,8,3,,,,12,5,8,1,19,,2,5,,,,3,,1,,,,3,,,3,3,5,,,,,17,11,8,,21,,3,21,,,,8,,14,,,,13,3,,5,16,,,,,3,13,,,,,19,,,,5,,,,,,,,3,4,,3,,,,,,5,,,,14,,,1,,,,,10,2,,,,
Men,,,,,,,136,,,,,,2,,10,54,,64,,,,3,8,,,16,,,122,,,,,22,13,,23,,37,,,,340,,,,,154,,92,,,37,11,,,67,56,9,,,,,36,,,,,65,,12,,,146,,9,,30,,4,,,,,183,,,,,,232,10,,,14,,,,39,,,,,,,,,3,12,,,,,2,4,38,10,,,57,7,,,39,6,,,,36,43,15,5,121,,11,27,,,,17,,4,,,,3,,,9,7,10,,,,,222,44,56,,182,,9,162,,,,38,,148,,,,98,39,,11,99,,,,,12,55,,,,,175,,,,28,,,,,,,,9,5,,23,,,,,,22,,,,91,,,7,,,,,43,15,,,,
Women,,,,,,,28,,,,,,0,,1,0,,19,,,,2,3,,,0,,,23,,,,,8,0,,19,,0,,,,149,,,,,74,,28,,,0,0,,,6,0,0,,,,,5,,,,,2,,2,,,9,,2,,2,,0,,,,,88,,,,,,74,1,,,14,,,,8,,,,,,,,,0,2,,,,,0,0,6,0,,,18,1,,,4,1,,,,9,0,0,0,38,,7,2,,,,2,,0,,,,0,,,0,1,0,,,,,124,3,16,,81,,0,47,,,,3,,70,,,,23,2,,1,6,,,,,2,3,,,,,33,,,,1,,,,,,,,14,1,,0,,,,,,3,,,,15,,,0,,,,,16,1,,,,
Gold,,,,,,,2,,,,,, ,, , ,,1,,,, , ,,, ,,,3,,,,, , ,,1,, ,,,,80,,,,,6,,2,,, , ,,,2, , ,,,,, ,,,,, ,, ,,,1,, ,, ,, ,,,,,8,,,,,,3, ,,, ,,,, ,,,,,,,,, , ,,,,, , , , ,,, , ,,, , ,,,, , , , ,8,, , ,,,, ,, ,,,, ,,, , , ,,,,,47, ,1,,7,, ,2,,,,1,,5,,,,6,2,, ,3,,,,, ,2,,,,,8,,,, ,,,,,,,, , ,, ,,,,,, ,,,,2,,, ,,,,,1, ,,,,
Silver,,,,,,,3,,,,,, ,, , ,,2,,,, , ,,, ,,,3,,,,, ,1,, ,, ,,,,69,,,,,6,,2,,,1, ,,, , , ,,,,,2,,,,, ,, ,,,3,, ,, ,, ,,,,,16,,,,,,14, ,,, ,,,,3,,,,,,,,, , ,,,,, , , , ,,,1, ,,,2, ,,,,1, , , ,3,, , ,,,, ,, ,,,, ,,, , , ,,,,,37,1, ,,10,, ,3,,,, ,,7,,,,5, ,, ,1,,,,, ,1,,,,,7,,,, ,,,,,,,, , ,, ,,,,,, ,,,, ,,, ,,,,, , ,,,,
Bronze,,,,,,,4,,,,,, ,, , ,,1,,,, , ,,, ,,,6,,,,, , ,, ,, ,,,,46,,,,,13,,5,,, , ,,, , , ,,,,, ,,,,, ,, ,,,2,, ,, ,, ,,,,,17,,,,,,15, ,,, ,,,,2,,,,,,,,, , ,,,,, , , , ,,,2, ,,,2, ,,,,3, ,1, ,4,,3, ,,,, ,, ,,,, ,,, ,1, ,,,,,42,1, ,,15,, ,9,,,,2,,9,,,,3,2,, ,4,,,,, ,2,,,,,5,,,, ,,,,,,,, , ,, ,,,,,, ,,,,2,,, ,,,,, , ,,,,
Total Medals,,,,,,,9,,,,,, ,, , ,,4,,,, , ,,, ,,,12,,,,, ,1,,1,, ,,,,195,,,,,25,,9,,,1, ,,,2, , ,,,,,2,,,,, ,, ,,,6,, ,, ,, ,,,,,41,,,,,,32, ,,, ,,,,5,,,,,,,,, , ,,,,, , , , ,,,3, ,,,4, ,,,,4, ,1, ,15,,3, ,,,, ,, ,,,, ,,, ,1, ,,,,,126,2,1,,32,, ,14,,,,3,,21,,,,14,4,, ,8,,,,, ,5,,,,,20,,,, ,,,,,,,, , ,, ,,,,,, ,,,,4,,, ,,,,,1, ,,,,
y1976
Population,,,,,,,,,,26477153,69782,,31781,,,,192905,7565525,,,,2884156,,,,19981,,,8222286,,40100696,,,,,,,,,,,2841436,,,,,,21551634,361368,14033000,,5742339,96000,,,,6302504,1115463,1025655,,218035000,,,,,,,,,,,2293300,35848523,35939437,,,,5031849,43386846,,,,,,8758599,,,7845300,,,34356300,9355810,,,15639898,42461189,,68818471,16539029,,2888509,1791459,4026152,,2861582,,18262366,3043854,,,,,,,3110500,,13608670,,,13774037,,25521,,1520865,,,,12599655,62620087,,2598362,,55718260,23926,2037716,,,,,,,,4518000,134010695,,360731,3204883,5238242,220154,,6408029,,33739231,112771000,,,3238050,636182810,3533000,10598677,,,,,,,9188150,,56211968,,,,54541493,,587523,7179399,4725664,39478585,,,,,5072596,,,,6916302,9544268,,,,2151492,,,10584237,,,,,,5280727,,25323412,13020,,23518000,,,7959500,,,,111076063,,5119833,,53200,,247444,135145,9818227,,,,,
GDP,,,,,,,,,,51169499890.7722, ,,227284061.472147,,,,642100000,42856485617.8569,,,,1836899998.94579,,,, ,,,88102107647.0993,,51280134554.2889,,,,,,,,,,,3667161241.48372,,,,,, ,505500000,104815328375.142,,4508139372.17221,440000000,,,, ,13132252412.6684,2500420785.49351,,1877587000000,,,,,,,,,,,6326445457.52429,31354545454.5455,118185307386.222,,,,2266860710.04572,16985208712.1054,,,,,, ,,,64005665722.3796,,, ,20334835543.7666,,,15519319139.3474,17097658629.6548,,13338485493.7605, ,,1511856584.25833,1959299968,35942270686.3374,,1540820245.2381,,9584323309.12136,8968600000,,,,,,,13604605904.1309,,1452789370.88004,,,107775403067.178,,735339911.935065,, ,,,,11050125953.0388,89023916066.8009,, ,,224057642242.382,272489336.904869,2966042913.10788,,,,,,,,12876366008.8077,39328674729.6386,,3579594984.32602,1347999950, ,1683117417.79656,,4365300200,,68055291547.3885,576405865272.759,,,9464377441.26804,104518118776.804,12475947718.1135, ,,,,,,,31152840485.0746,,232614555256.065,,,,373410270417.919,,694552411.718837,9091924304.83477,31873171718.726,13360476861.9662,,,,,44401699735.3185,,,,4662053819.62908,13789579892.8136,,,,2412555511.81488,,,9857547846.7433,,,,,,3951399900,,15341403660.4698, ,,206261020283.976,,,3076592633.82981,,,,152678020452.829,,2732083958.02099,,386300000,, ,96905828.767564,71494607105.5381,,,,,
Participants,,,,,,,88,,290,69,10,,3,,,,11,60,,,,15,,,,10,,,116,,27,,,,,,,,,,,9,410,,,,,157,3,180,,15,32,,,,50,15,13,,396,,,,,,,,,,,4,50,113,,,,21,42,,,4,,,158,,,14,,,207,19,,,13,14,,24,38,,6,8,66,,4,,9,80,,,,,,,80,,1,,,108,,8,,32,,,,23,97,,3,,210,6,20,,,,,,,,25,7,,8,3,13,13,,28,,84,213,,267,44,26,26,178,,,163,,,,36,,242,,,,206,,2,5,83,26,,,,,66,,,,8,156,,,,5,,,7,,,,,,10,,35,2,,385,,,4,,,,79,,4,,16,,11,4,101,,,,,
Sports,,,,,,,14,,20,12,2,,2,,,,3,15,,,,6,,,,3,,,16,,8,,,,,,,,,,,5,22,,,,,11,2,20,,3,6,,,,12,4,3,,19,,,,,,,,,,,4,5,14,,,,4,11,,,2,,,14,,,1,,,18,6,,,2,6,,5,8,,3,5,11,,4,,2,12,,,,,,,13,,1,,,11,,3,,5,,,,5,17,,3,,20,2,3,,,,,,,,6,5,,4,1,2,4,,5,,9,20,,17,10,5,10,17,,,16,,,,8,,17,,,,18,,1,4,14,4,,,,,15,,,,1,14,,,,4,,,4,,,,,,3,,7,1,,23,,,1,,,,12,,4,,3,,2,2,16,,,,,
Men,,,,,,,83,,233,65,10,,3,,,,10,54,,,,15,,,,8,,,99,,26,,,,,,,,,,,7,285,,,,,103,3,145,,14,23,,,,47,15,13,,278,,,,,,,,,,,3,38,103,,,,19,39,,,4,,,105,,,14,,,180,19,,,0,13,,24,36,,6,7,60,,4,,9,73,,,,,,,71,,1,,,72,,8,,30,,,,23,92,,3,,183,4,11,,,,,,,,23,5,,8,3,10,9,,26,,80,153,,154,41,26,24,124,,,125,,,,34,,176,,,,177,,1,5,77,26,,,,,56,,,,7,132,,,,4,,,7,,,,,,9,,32,2,,261,,,4,,,,72,,4,,15,,9,4,75,,,,,
Women,,,,,,,5,,57,4,0,,0,,,,1,6,,,,0,,,,2,,,17,,1,,,,,,,,,,,2,125,,,,,54,0,34,,1,9,,,,3,0,0,,118,,,,,,,,,,,1,12,10,,,,2,3,,,0,,,53,,,0,,,27,0,,,13,1,,0,2,,0,1,6,,0,,0,7,,,,,,,9,,0,,,36,,0,,2,,,,0,5,,0,,27,2,9,,,,,,,,2,2,,0,0,3,4,,2,,4,60,,113,3,0,2,54,,,38,,,,2,,66,,,,29,,1,0,6,0,,,,,10,,,,1,24,,,,1,,,0,,,,,,1,,3,0,,124,,,0,,,,7,,0,,1,,2,0,26,,,,,
Gold,,,,,,,2,,10, , ,, ,,,, , ,,,, ,,,, ,,,4,, ,,,,,,,,,,, ,49,,,,,4, , ,, , ,,,,1, ,1,,34,,,,,,,,,,, ,1, ,,,, , ,,, ,,,6,,, ,,,7, ,,, , ,, ,1,, , ,1,, ,, , ,,,,,,,2,, ,,, ,, ,, ,,,, ,1,, ,,2, ,1,,,,,,,, , ,, , , , ,, ,, ,9,,40, , , ,4,,,2,,,, ,,3,,,,2,, , ,4, ,,,,,1,,,, ,6,,,, ,,, ,,,,,, ,, , ,, ,,, ,,,, ,, ,, ,, , , ,,,,,
Silver,,,,,,,3,,12, , ,, ,,,, , ,,,, ,,,, ,,,1,, ,,,,,,,,,,, ,41,,,,,9, ,1,, ,1,,,,1, , ,,35,,,,,,,,,,, ,1,2,,,, , ,,, ,,,9,,, ,,,6,2,,, , ,, ,1,, , ,1,, ,, , ,,,,,,,1,, ,,,2,, ,,1,,,, , ,, ,,7, ,1,,,,,,,, , ,, , , , ,, ,,1,6,,25, , , ,5,,,2,,,, ,,5,,,,3,, , ,2, ,,,,, ,,,, ,4,,,, ,,, ,,,,,, ,, , ,,5,,, ,,,, ,, ,, ,, , ,3,,,,,
Bronze,,,,,,,3,,17, , ,, ,,,, ,1,,,, ,,,, ,,, ,, ,,,,,,,,,,, ,35,,,,,14, ,4,, , ,,,,2, , ,,25,,,,,,,,,,, ,4, ,,,, ,1,,, ,,,7,,, ,,,13, ,,, , ,,1, ,, , , ,, ,, ,1,,,,,,,1,, ,,,3,, ,, ,,,, ,1,, ,,4, , ,,,,,,,, , ,, , , , ,, ,,1,10,,25, , , ,13,,,4,,,, ,,5,,,,4,, , , , ,,,,,2,,,, ,3,,,, ,,, ,,,,,, ,, , ,,6,,, ,,,,2,, ,,1,, , ,3,,,,,
